season,round,race_name,driver_id,stop,lap,time,duration_s,is_red_flag_hold
2025,10,Canadian Grand Prix,leclerc,3,67,15:28:55,18.331,False
2025,10,Canadian Grand Prix,hamilton,3,67,15:29:27,18.24,False
2025,10,Canadian Grand Prix,hulkenberg,3,67,15:30:11,18.299,False
2025,10,Canadian Grand Prix,ocon,3,67,15:30:33,18.24,False
2025,10,Canadian Grand Prix,sainz,3,67,15:30:34,18.195,False
2025,10,Canadian Grand Prix,bearman,3,67,15:30:54,18.255,False
2025,10,Canadian Grand Prix,tsunoda,3,67,15:30:57,18.26,False
2025,10,Canadian Grand Prix,colapinto,3,67,15:30:59,18.193,False
2025,10,Canadian Grand Prix,bortoleto,3,67,15:31:01,18.249,False
2025,10,Canadian Grand Prix,gasly,3,67,15:31:02,18.217,False
2025,10,Canadian Grand Prix,hadjar,3,67,15:31:09,18.284,False
2025,10,Canadian Grand Prix,alonso,4,67,15:30:08,18.199,False
2025,10,Canadian Grand Prix,stroll,4,67,15:31:12,18.237,False
2025,10,Canadian Grand Prix,russell,4,68,15:30:28,19.449,False
2025,10,Canadian Grand Prix,max_verstappen,4,68,15:30:29,19.204,False
2025,10,Canadian Grand Prix,antonelli,4,68,15:30:30,18.991,False
2025,10,Canadian Grand Prix,piastri,4,68,15:30:35,18.25,False
2025,10,Canadian Grand Prix,leclerc,4,68,15:30:50,18.265,False
2025,10,Canadian Grand Prix,hamilton,4,68,15:31:17,18.246,False
2025,10,Canadian Grand Prix,hulkenberg,4,68,15:31:50,18.306,False
2025,10,Canadian Grand Prix,ocon,4,68,15:32:36,18.245,False
2025,10,Canadian Grand Prix,sainz,4,68,15:32:37,18.196,False
2025,10,Canadian Grand Prix,bearman,4,68,15:32:41,18.257,False
2025,10,Canadian Grand Prix,tsunoda,4,68,15:32:44,18.24,False
2025,10,Canadian Grand Prix,colapinto,4,68,15:32:45,18.195,False
2025,10,Canadian Grand Prix,bortoleto,4,68,15:32:47,18.243,False
2025,10,Canadian Grand Prix,gasly,4,68,15:32:49,18.212,False
2025,10,Canadian Grand Prix,hadjar,4,68,15:32:52,18.273,False
2025,10,Canadian Grand Prix,alonso,5,68,15:31:47,18.226,False
2025,10,Canadian Grand Prix,stroll,5,68,15:32:54,18.225,False
2025,10,Canadian Grand Prix,russell,5,69,15:32:32,18.288,False
2025,10,Canadian Grand Prix,max_verstappen,5,69,15:32:33,18.309,False
2025,10,Canadian Grand Prix,antonelli,5,69,15:32:35,18.284,False
2025,10,Canadian Grand Prix,piastri,5,69,15:32:39,18.276,False
2025,10,Canadian Grand Prix,leclerc,5,69,15:32:40,18.284,False
2025,10,Canadian Grand Prix,hamilton,5,69,15:32:55,18.244,False
2025,10,Canadian Grand Prix,hulkenberg,5,69,15:33:27,18.306,False
2025,10,Canadian Grand Prix,alonso,6,69,15:33:24,18.228,False
2025,11,Austrian Grand Prix,hadjar,1,2,15:21:36,21.297,False
2025,11,Austrian Grand Prix,bearman,1,11,15:32:52,21.91,False
2025,11,Austrian Grand Prix,gasly,1,12,15:34:03,21.959,False
2025,11,Austrian Grand Prix,hulkenberg,1,12,15:34:08,21.236,False
2025,11,Austrian Grand Prix,albon,1,13,15:35:11,21.21,False
2025,11,Austrian Grand Prix,colapinto,1,13,15:35:19,23.038,False
2025,11,Austrian Grand Prix,russell,1,18,15:41:08,21.344,False
2025,11,Austrian Grand Prix,tsunoda,1,18,15:41:20,21.492,False
2025,11,Austrian Grand Prix,ocon,1,19,15:42:29,23.188,False
2025,11,Austrian Grand Prix,norris,1,20,15:43:12,22.131,False
2025,11,Austrian Grand Prix,bortoleto,1,21,15:44:46,21.676,False
2025,11,Austrian Grand Prix,piastri,1,24,15:47:58,22.599,False
2025,11,Austrian Grand Prix,leclerc,1,25,15:49:16,21.308,False
2025,11,Austrian Grand Prix,hamilton,1,26,15:50:30,21.287,False
2025,11,Austrian Grand Prix,stroll,1,26,15:51:04,22.907,False
2025,11,Austrian Grand Prix,hadjar,2,28,15:53:23,21.68,False
2025,11,Austrian Grand Prix,tsunoda,2,30,15:55:58,,False
2025,11,Austrian Grand Prix,lawson,1,32,15:57:59,21.434,False
2025,11,Austrian Grand Prix,alonso,1,33,15:59:13,21.865,False
2025,11,Austrian Grand Prix,gasly,2,38,16:05:25,22.105,False
2025,11,Austrian Grand Prix,bearman,2,39,16:06:33,21.771,False
2025,11,Austrian Grand Prix,colapinto,2,39,16:06:47,21.087,False
2025,11,Austrian Grand Prix,hulkenberg,2,42,16:09:58,21.045,False
2025,11,Austrian Grand Prix,russell,2,45,16:13:22,21.854,False
2025,11,Austrian Grand Prix,leclerc,2,49,16:17:34,21.536,False
2025,11,Austrian Grand Prix,bortoleto,2,49,16:18:10,21.286,False
2025,11,Austrian Grand Prix,hamilton,2,50,16:18:54,21.158,False
2025,11,Austrian Grand Prix,ocon,2,50,16:19:27,22.284,False
2025,11,Austrian Grand Prix,norris,2,52,16:20:48,21.427,False
2025,11,Austrian Grand Prix,piastri,2,53,16:22:01,21.033,False
2025,11,Austrian Grand Prix,stroll,2,53,16:23:25,21.763,False
2025,11,Austrian Grand Prix,tsunoda,3,60,16:31:51,32.643,False
2025,12,British Grand Prix,antonelli,1,2,15:07:48,28.721,False
2025,12,British Grand Prix,stroll,1,6,15:16:03,29.125,False
2025,12,British Grand Prix,hulkenberg,1,9,15:21:40,29.736,False
2025,12,British Grand Prix,antonelli,2,9,15:21:54,28.707,False
2025,12,British Grand Prix,russell,1,10,15:23:30,28.647,False
2025,12,British Grand Prix,leclerc,1,10,15:23:36,29.089,False
2025,12,British Grand Prix,hadjar,1,10,15:23:42,28.523,False
2025,12,British Grand Prix,bearman,1,10,15:23:44,29.201,False
2025,12,British Grand Prix,stroll,2,10,15:23:24,28.853,False
2025,12,British Grand Prix,piastri,1,11,15:24:55,29.491,False
2025,12,British Grand Prix,norris,1,11,15:25:02,30.63,False
2025,12,British Grand Prix,max_verstappen,1,11,15:25:04,28.182,False
2025,12,British Grand Prix,hamilton,1,11,15:25:12,28.917,False
2025,12,British Grand Prix,gasly,1,11,15:25:14,28.912,False
2025,12,British Grand Prix,alonso,1,11,15:25:15,28.707,False
2025,12,British Grand Prix,sainz,1,11,15:25:16,29.554,False
2025,12,British Grand Prix,tsunoda,1,11,15:25:24,28.544,False
2025,12,British Grand Prix,albon,1,12,15:27:11,29.251,False
2025,12,British Grand Prix,ocon,1,18,15:41:45,29.562,False
2025,12,British Grand Prix,antonelli,3,20,15:47:05,29.728,False
2025,12,British Grand Prix,alonso,2,37,16:17:34,28.534,False
2025,12,British Grand Prix,russell,2,38,16:19:16,28.205,False
2025,12,British Grand Prix,hamilton,2,41,16:24:05,29.127,False
2025,12,British Grand Prix,max_verstappen,2,41,16:24:21,29.689,False
2025,12,British Grand Prix,gasly,2,41,16:24:23,28.469,False
2025,12,British Grand Prix,sainz,2,41,16:24:32,28.655,False
2025,12,British Grand Prix,bearman,2,41,16:24:34,29.09,False
2025,12,British Grand Prix,tsunoda,2,41,16:24:58,40.145,False
2025,12,British Grand Prix,stroll,3,41,16:24:17,28.553,False
2025,12,British Grand Prix,hulkenberg,2,42,16:25:42,29.952,False
2025,12,British Grand Prix,leclerc,2,42,16:26:10,28.84,False
2025,12,British Grand Prix,albon,2,42,16:26:14,29.292,False
2025,12,British Grand Prix,ocon,2,42,16:26:16,28.646,False
2025,12,British Grand Prix,piastri,2,43,16:26:46,40.28,False
2025,12,British Grand Prix,norris,2,44,16:28:28,28.214,False
2025,13,Belgian Grand Prix,hamilton,1,11,16:46:27,23.284,False
2025,13,Belgian Grand Prix,gasly,1,11,16:46:30,26.825,False
2025,13,Belgian Grand Prix,hulkenberg,1,11,16:46:31,23.599,False
2025,13,Belgian Grand Prix,alonso,1,11,16:46:34,23.404,False
2025,13,Belgian Grand Prix,piastri,1,12,16:47:59,23.844,False
2025,13,Belgian Grand Prix,leclerc,1,12,16:48:09,23.806,False
2025,13,Belgian Grand Prix,max_verstappen,1,12,16:48:10,25.913,False
2025,13,Belgian Grand Prix,russell,1,12,16:48:14,23.635,False
2025,13,Belgian Grand Prix,albon,1,12,16:48:15,24.029,False
2025,13,Belgian Grand Prix,lawson,1,12,16:48:22,23.269,False
2025,13,Belgian Grand Prix,bortoleto,1,12,16:48:24,23.274,False
2025,13,Belgian Grand Prix,bearman,1,12,16:48:25,24.13,False
2025,13,Belgian Grand Prix,colapinto,1,12,16:48:34,23.665,False
2025,13,Belgian Grand Prix,sainz,1,12,16:48:35,27.528,False
2025,13,Belgian Grand Prix,antonelli,1,12,16:48:37,23.609,False
2025,13,Belgian Grand Prix,stroll,1,12,16:48:37,23.787,False
2025,13,Belgian Grand Prix,norris,1,13,16:49:58,24.376,False
2025,13,Belgian Grand Prix,tsunoda,1,13,16:50:22,23.33,False
2025,13,Belgian Grand Prix,hadjar,1,13,16:50:24,23.58,False
2025,13,Belgian Grand Prix,ocon,1,13,16:50:34,23.802,False
2025,13,Belgian Grand Prix,hadjar,2,20,17:03:41,23.376,False
2025,13,Belgian Grand Prix,sainz,2,26,17:14:31,23.77,False
2025,13,Belgian Grand Prix,colapinto,2,28,17:18:07,23.449,False
2025,13,Belgian Grand Prix,alonso,2,29,17:19:46,23.692,False
2025,13,Belgian Grand Prix,antonelli,2,30,17:21:33,23.059,False
2025,13,Belgian Grand Prix,hulkenberg,2,32,17:25:01,23.89,False
2025,14,Hungarian Grand Prix,hulkenberg,1,5,15:10:20,21.594,False
2025,14,Hungarian Grand Prix,colapinto,1,13,15:21:30,30.248,False
2025,14,Hungarian Grand Prix,ocon,1,14,15:22:52,22.444,False
2025,14,Hungarian Grand Prix,albon,1,14,15:22:52,21.345,False
2025,14,Hungarian Grand Prix,sainz,1,15,15:24:13,21.67,False
2025,14,Hungarian Grand Prix,max_verstappen,1,17,15:26:53,21.433,False
2025,14,Hungarian Grand Prix,piastri,1,18,15:27:53,21.145,False
2025,14,Hungarian Grand Prix,leclerc,1,19,15:29:12,21.13,False
2025,14,Hungarian Grand Prix,russell,1,19,15:29:19,21.703,False
2025,14,Hungarian Grand Prix,tsunoda,1,20,15:31:19,21.295,False
2025,14,Hungarian Grand Prix,antonelli,1,21,15:32:35,22.328,False
2025,14,Hungarian Grand Prix,bearman,1,30,15:45:09,21.754,False
2025,14,Hungarian Grand Prix,norris,1,31,15:45:46,20.94,False
2025,14,Hungarian Grand Prix,gasly,1,32,15:48:01,21.699,False
2025,14,Hungarian Grand Prix,hadjar,1,33,15:49:21,21.096,False
2025,14,Hungarian Grand Prix,colapinto,2,35,15:52:16,26.28,False
2025,14,Hungarian Grand Prix,stroll,1,36,15:53:16,21.464,False
2025,14,Hungarian Grand Prix,tsunoda,2,37,15:55:04,21.541,False
2025,14,Hungarian Grand Prix,albon,2,38,15:56:23,22.726,False
2025,14,Hungarian Grand Prix,alonso,1,39,15:57:13,22.204,False
2025,14,Hungarian Grand Prix,bortoleto,1,40,15:58:41,21.773,False
2025,14,Hungarian Grand Prix,lawson,1,40,15:58:47,22.136,False
2025,14,Hungarian Grand Prix,leclerc,2,40,15:58:00,21.136,False
2025,14,Hungarian Grand Prix,hulkenberg,2,41,16:00:27,28.777,False
2025,14,Hungarian Grand Prix,hamilton,1,42,16:01:45,21.15,False
2025,14,Hungarian Grand Prix,russell,2,43,16:02:16,21.45,False
2025,14,Hungarian Grand Prix,piastri,2,45,16:04:49,20.94,False
2025,14,Hungarian Grand Prix,max_verstappen,2,48,16:09:43,21.258,False
2025,14,Hungarian Grand Prix,sainz,2,51,16:14:18,21.423,False
2025,15,Dutch Grand Prix,stroll,1,8,15:13:50,17.561,False
2025,15,Dutch Grand Prix,alonso,1,18,15:26:36,17.417,False
2025,15,Dutch Grand Prix,tsunoda,1,19,15:27:52,18.348,False
2025,15,Dutch Grand Prix,colapinto,1,19,15:27:56,17.986,False
2025,15,Dutch Grand Prix,hulkenberg,1,19,15:27:57,17.602,False
2025,15,Dutch Grand Prix,leclerc,1,22,15:31:24,17.081,False
2025,15,Dutch Grand Prix,bortoleto,1,22,15:31:53,17.908,False
2025,15,Dutch Grand Prix,piastri,1,23,15:32:24,17.375,False
2025,15,Dutch Grand Prix,norris,1,23,15:32:30,20.042,False
2025,15,Dutch Grand Prix,max_verstappen,1,23,15:32:49,18.74,False
2025,15,Dutch Grand Prix,hadjar,1,23,15:32:52,17.414,False
2025,15,Dutch Grand Prix,russell,1,23,15:32:56,18.832,False
2025,15,Dutch Grand Prix,lawson,1,23,15:33:08,17.549,False
2025,15,Dutch Grand Prix,sainz,1,23,15:33:09,17.67,False
2025,15,Dutch Grand Prix,albon,1,23,15:33:16,19.692,False
2025,15,Dutch Grand Prix,antonelli,1,23,15:33:20,17.476,False
2025,15,Dutch Grand Prix,gasly,1,23,15:33:26,19.223,False
2025,15,Dutch Grand Prix,sainz,2,27,15:40:40,29.443,False
2025,15,Dutch Grand Prix,lawson,2,27,15:40:41,22.209,False
2025,15,Dutch Grand Prix,alonso,2,40,15:56:55,17.949,False
2025,15,Dutch Grand Prix,antonelli,2,51,16:10:23,17.365,False
2025,15,Dutch Grand Prix,sainz,3,51,16:11:56,30.34,False
2025,15,Dutch Grand Prix,ocon,1,52,16:12:12,18.27,False
2025,15,Dutch Grand Prix,leclerc,2,52,16:11:36,17.042,False
2025,15,Dutch Grand Prix,stroll,2,52,16:12:10,17.598,False
2025,15,Dutch Grand Prix,lawson,3,52,16:13:38,18.552,False
2025,15,Dutch Grand Prix,bearman,1,53,16:13:53,18.622,False
2025,15,Dutch Grand Prix,piastri,2,53,16:12:38,18.589,False
2025,15,Dutch Grand Prix,norris,2,53,16:12:42,22.608,False
2025,15,Dutch Grand Prix,max_verstappen,2,53,16:12:55,18.261,False
2025,15,Dutch Grand Prix,hadjar,2,53,16:12:59,18.535,False
2025,15,Dutch Grand Prix,russell,2,53,16:13:18,17.344,False
2025,15,Dutch Grand Prix,albon,2,53,16:13:22,17.84,False
2025,15,Dutch Grand Prix,tsunoda,2,53,16:13:54,18.147,False
2025,15,Dutch Grand Prix,colapinto,2,53,16:14:04,17.586,False
2025,15,Dutch Grand Prix,hulkenberg,2,53,16:14:05,17.944,False
2025,15,Dutch Grand Prix,antonelli,3,53,16:13:37,21.36,False
2025,15,Dutch Grand Prix,bortoleto,2,60,16:24:57,17.491,False
2025,15,Dutch Grand Prix,colapinto,3,65,16:31:30,18.077,False
2025,15,Dutch Grand Prix,sainz,4,65,16:31:49,18.043,False
2025,16,Italian Grand Prix,lawson,1,9,15:16:28,24.156,False
2025,16,Italian Grand Prix,bearman,1,18,15:29:07,25.372,False
2025,16,Italian Grand Prix,tsunoda,1,19,15:30:30,24.372,False
2025,16,Italian Grand Prix,bortoleto,1,20,15:31:51,26.143,False
2025,16,Italian Grand Prix,alonso,1,20,15:31:51,25.16,False
2025,16,Italian Grand Prix,russell,1,27,15:41:27,25.021,False
2025,16,Italian Grand Prix,antonelli,1,28,15:43:02,24.916,False
2025,16,Italian Grand Prix,sainz,1,30,15:45:54,24.605,False
2025,16,Italian Grand Prix,hadjar,1,32,15:48:45,24.326,False
2025,16,Italian Grand Prix,leclerc,1,33,15:49:40,24.235,False
2025,16,Italian Grand Prix,colapinto,1,33,15:50:20,24.971,False
2025,16,Italian Grand Prix,max_verstappen,1,37,15:54:52,24.545,False
2025,16,Italian Grand Prix,hamilton,1,38,15:56:43,23.971,False
2025,16,Italian Grand Prix,albon,1,41,16:01:01,24.717,False
2025,16,Italian Grand Prix,piastri,1,45,16:06:02,23.602,False
2025,16,Italian Grand Prix,norris,1,46,16:07:22,27.498,False
2025,16,Italian Grand Prix,stroll,1,49,16:12:23,38.418,False
2025,16,Italian Grand Prix,gasly,1,49,16:12:32,25.012,False
2025,16,Italian Grand Prix,ocon,1,51,16:15:06,30.754,False
2025,17,Azerbaijan Grand Prix,ocon,1,1,15:06:25,20.691,False
2025,17,Azerbaijan Grand Prix,albon,1,1,15:06:28,20.758,False
2025,17,Azerbaijan Grand Prix,ocon,2,2,15:09:12,20.759,False
2025,17,Azerbaijan Grand Prix,albon,2,15,15:34:40,20.489,False
2025,17,Azerbaijan Grand Prix,colapinto,1,16,15:36:25,21.088,False
2025,17,Azerbaijan Grand Prix,antonelli,1,18,15:39:36,20.669,False
2025,17,Azerbaijan Grand Prix,leclerc,1,19,15:41:27,20.542,False
2025,17,Azerbaijan Grand Prix,lawson,1,20,15:43:09,20.283,False
2025,17,Azerbaijan Grand Prix,alonso,1,21,15:45:13,25.768,False
2025,17,Azerbaijan Grand Prix,bortoleto,1,26,15:54:05,20.845,False
2025,17,Azerbaijan Grand Prix,sainz,1,27,15:55:25,20.508,False
2025,17,Azerbaijan Grand Prix,bearman,1,28,15:57:54,21.194,False
2025,17,Azerbaijan Grand Prix,hadjar,1,29,15:59:19,20.294,False
2025,17,Azerbaijan Grand Prix,gasly,1,35,16:10:30,21.5,False
2025,17,Azerbaijan Grand Prix,hamilton,1,36,16:11:29,20.062,False
2025,17,Azerbaijan Grand Prix,hulkenberg,1,36,16:12:10,19.97,False
2025,17,Azerbaijan Grand Prix,norris,1,37,16:13:07,21.975,False
2025,17,Azerbaijan Grand Prix,stroll,1,37,16:13:54,21.82,False
2025,17,Azerbaijan Grand Prix,tsunoda,1,38,16:14:50,20.323,False
2025,17,Azerbaijan Grand Prix,russell,1,39,16:16:26,19.809,False
2025,17,Azerbaijan Grand Prix,max_verstappen,1,40,16:17:58,20.221,False
2025,18,Singapore Grand Prix,bortoleto,1,13,20:25:18,32.856,False
2025,18,Singapore Grand Prix,tsunoda,1,13,20:25:21,24.61,False
2025,18,Singapore Grand Prix,colapinto,1,14,20:26:53,24.04,False
2025,18,Singapore Grand Prix,max_verstappen,1,19,20:34:32,24.008,False
2025,18,Singapore Grand Prix,hadjar,1,20,20:36:38,23.827,False
2025,18,Singapore Grand Prix,leclerc,1,21,20:37:58,23.63,False
2025,18,Singapore Grand Prix,bearman,1,23,20:41:33,23.979,False
2025,18,Singapore Grand Prix,hamilton,1,24,20:42:55,24.794,False
2025,18,Singapore Grand Prix,gasly,1,24,20:43:30,25.583,False
2025,18,Singapore Grand Prix,russell,1,25,20:44:06,23.966,False
2025,18,Singapore Grand Prix,antonelli,1,25,20:44:27,23.806,False
2025,18,Singapore Grand Prix,hulkenberg,1,25,20:44:54,24.193,False
2025,18,Singapore Grand Prix,norris,1,26,20:45:51,23.314,False
2025,18,Singapore Grand Prix,piastri,1,27,20:47:33,26.637,False
2025,18,Singapore Grand Prix,alonso,1,27,20:48:02,30.749,False
2025,18,Singapore Grand Prix,ocon,1,30,20:53:14,25.078,False
2025,18,Singapore Grand Prix,stroll,1,38,21:06:26,24.012,False
2025,18,Singapore Grand Prix,albon,1,42,21:13:06,25.732,False
2025,18,Singapore Grand Prix,hulkenberg,2,44,21:16:50,31.894,False
2025,18,Singapore Grand Prix,hamilton,2,46,21:18:37,23.344,False
2025,18,Singapore Grand Prix,lawson,1,48,21:22:53,24.027,False
2025,18,Singapore Grand Prix,sainz,1,50,21:26:10,24.075,False
2025,18,Singapore Grand Prix,gasly,2,51,21:28:14,25.188,False
2025,19,United States Grand Prix,albon,1,7,14:16:15,23.763,False
2025,19,United States Grand Prix,bortoleto,1,14,14:28:26,25.567,False
2025,19,United States Grand Prix,leclerc,1,22,14:41:28,23.718,False
2025,19,United States Grand Prix,ocon,1,24,14:45:28,25.06,False
2025,19,United States Grand Prix,gasly,1,27,14:50:26,26.631,False
2025,19,United States Grand Prix,stroll,1,28,14:52:04,24.192,False
2025,19,United States Grand Prix,hadjar,1,28,14:52:17,23.831,False
2025,19,United States Grand Prix,tsunoda,1,29,14:53:25,24.539,False
2025,19,United States Grand Prix,piastri,1,30,14:54:56,23.452,False
2025,19,United States Grand Prix,bearman,1,30,14:55:07,24.11,False
2025,19,United States Grand Prix,alonso,1,30,14:55:19,24.054,False
2025,19,United States Grand Prix,lawson,1,30,14:55:22,23.681,False
2025,19,United States Grand Prix,hamilton,1,31,14:56:32,23.937,False
2025,19,United States Grand Prix,antonelli,1,31,14:57:10,23.949,False
2025,19,United States Grand Prix,norris,1,32,14:58:04,24.58,False
2025,19,United States Grand Prix,colapinto,1,32,14:58:59,24.045,False
2025,19,United States Grand Prix,max_verstappen,1,33,14:59:34,23.987,False
2025,19,United States Grand Prix,russell,1,33,15:00:00,23.555,False
2025,19,United States Grand Prix,hulkenberg,1,33,15:00:10,23.753,False
2025,19,United States Grand Prix,albon,2,36,15:05:34,24.582,False
2025,19,United States Grand Prix,bortoleto,2,36,15:05:47,24.007,False
2025,20,Mexico City Grand Prix,lawson,1,2,14:06:17,34.212,False
2025,20,Mexico City Grand Prix,sainz,1,17,14:27:14,22.502,False
2025,20,Mexico City Grand Prix,alonso,1,20,14:31:29,26.816,False
2025,20,Mexico City Grand Prix,antonelli,1,22,14:33:56,22.476,False
2025,20,Mexico City Grand Prix,hamilton,1,23,14:35:15,33.308,False
2025,20,Mexico City Grand Prix,bearman,1,24,14:36:39,22.647,False
2025,20,Mexico City Grand Prix,piastri,1,24,14:36:46,23.211,False
2025,20,Mexico City Grand Prix,russell,1,25,14:38:08,22.347,False
2025,20,Mexico City Grand Prix,stroll,1,26,14:39:51,22.071,False
2025,20,Mexico City Grand Prix,ocon,1,27,14:41:07,23.203,False
2025,20,Mexico City Grand Prix,leclerc,1,31,14:46:14,22.215,False
2025,20,Mexico City Grand Prix,gasly,1,33,14:50:02,22.834,False
2025,20,Mexico City Grand Prix,norris,1,34,14:50:05,22.567,False
2025,20,Mexico City Grand Prix,hadjar,1,34,14:51:00,22.196,False
2025,20,Mexico City Grand Prix,tsunoda,1,36,14:53:42,31.63,False
2025,20,Mexico City Grand Prix,max_verstappen,1,37,14:54:47,22.762,False
2025,20,Mexico City Grand Prix,bortoleto,1,37,14:55:13,22.41,False
2025,20,Mexico City Grand Prix,albon,1,41,15:00:56,22.04,False
2025,20,Mexico City Grand Prix,stroll,2,43,15:03:36,23.713,False
2025,20,Mexico City Grand Prix,sainz,2,46,15:07:34,30.546,False
2025,20,Mexico City Grand Prix,antonelli,2,47,15:08:41,24.523,False
2025,20,Mexico City Grand Prix,piastri,2,47,15:08:42,22.159,False
2025,20,Mexico City Grand Prix,hamilton,2,47,15:08:45,23.342,False
2025,20,Mexico City Grand Prix,colapinto,1,48,15:11:05,22.789,False
2025,20,Mexico City Grand Prix,bearman,2,48,15:09:59,22.174,False
2025,20,Mexico City Grand Prix,russell,2,48,15:10:01,22.47,False
2025,20,Mexico City Grand Prix,sainz,3,56,15:21:35,17.969,False
2025,21,São Paulo Grand Prix,tsunoda,1,2,14:06:36,22.974,False
2025,21,São Paulo Grand Prix,hamilton,1,2,14:06:43,40.076,False
2025,21,São Paulo Grand Prix,max_verstappen,1,7,14:15:08,23.197,False
2025,21,São Paulo Grand Prix,ocon,1,8,14:16:48,24.204,False
2025,21,São Paulo Grand Prix,hamilton,2,14,14:24:23,23.426,False
2025,21,São Paulo Grand Prix,bearman,1,17,14:28:03,23.748,False
2025,21,São Paulo Grand Prix,sainz,1,17,14:28:07,26.064,False
2025,21,São Paulo Grand Prix,hadjar,1,18,14:29:18,23.708,False
2025,21,São Paulo Grand Prix,gasly,1,18,14:29:21,23.673,False
2025,21,São Paulo Grand Prix,lawson,1,19,14:30:36,22.899,False
2025,21,São Paulo Grand Prix,antonelli,1,21,14:32:56,23.356,False
2025,21,São Paulo Grand Prix,tsunoda,2,24,14:37:02,34.185,False
2025,21,São Paulo Grand Prix,alonso,1,28,14:42:06,23.942,False
2025,21,São Paulo Grand Prix,colapinto,1,29,14:43:24,23.71,False
2025,21,São Paulo Grand Prix,stroll,1,29,14:43:24,23.76,False
2025,21,São Paulo Grand Prix,norris,1,30,14:44:02,23.49,False
2025,21,São Paulo Grand Prix,hamilton,3,32,14:47:24,30.752,False
2025,21,São Paulo Grand Prix,russell,1,34,14:49:18,23.358,False
2025,21,São Paulo Grand Prix,max_verstappen,2,34,14:49:25,23.058,False
2025,21,São Paulo Grand Prix,albon,1,35,14:50:54,23.061,False
2025,21,São Paulo Grand Prix,hulkenberg,1,36,14:52:06,23.086,False
2025,21,São Paulo Grand Prix,hadjar,2,37,14:53:26,23.46,False
2025,21,São Paulo Grand Prix,piastri,1,38,14:54:12,34.644,False
2025,21,São Paulo Grand Prix,sainz,2,38,14:54:46,23.234,False
2025,21,São Paulo Grand Prix,gasly,2,39,14:55:57,23.648,False
2025,21,São Paulo Grand Prix,bearman,2,42,14:59:34,24.654,False
2025,21,São Paulo Grand Prix,colapinto,2,43,15:01:14,26.124,False
2025,21,São Paulo Grand Prix,alonso,2,46,15:04:57,23.563,False
2025,21,São Paulo Grand Prix,antonelli,2,47,15:05:36,23.401,False
2025,21,São Paulo Grand Prix,ocon,2,47,15:06:07,24.177,False
2025,21,São Paulo Grand Prix,tsunoda,3,47,15:06:20,33.841,False
2025,21,São Paulo Grand Prix,russell,2,48,15:06:54,23.128,False
2025,21,São Paulo Grand Prix,norris,2,50,15:09:11,23.238,False
2025,21,São Paulo Grand Prix,piastri,2,51,15:10:43,23.113,False
2025,21,São Paulo Grand Prix,stroll,2,54,15:14:59,22.968,False
2025,21,São Paulo Grand Prix,max_verstappen,3,54,15:14:21,23.311,False
2025,21,São Paulo Grand Prix,albon,2,55,15:16:08,23.112,False
2025,22,Las Vegas Grand Prix,tsunoda,1,1,20:06:03,21.383,False
2025,22,Las Vegas Grand Prix,bortoleto,1,1,20:06:15,33.23,False
2025,22,Las Vegas Grand Prix,antonelli,1,2,20:07:58,21.968,False
2025,22,Las Vegas Grand Prix,lawson,1,2,20:08:08,32.736,False
2025,22,Las Vegas Grand Prix,gasly,1,2,20:08:09,23.903,False
2025,22,Las Vegas Grand Prix,albon,1,13,20:26:29,23.361,False
2025,22,Las Vegas Grand Prix,albon,2,14,20:28:31,30.065,False
2025,22,Las Vegas Grand Prix,alonso,1,16,20:31:38,21.068,False
2025,22,Las Vegas Grand Prix,russell,1,17,20:32:52,20.929,False
2025,22,Las Vegas Grand Prix,bearman,1,17,20:33:15,21.491,False
2025,22,Las Vegas Grand Prix,hadjar,1,20,20:38:00,21.324,False
2025,22,Las Vegas Grand Prix,piastri,1,21,20:39:32,21.371,False
2025,22,Las Vegas Grand Prix,norris,1,22,20:40:53,21.049,False
2025,22,Las Vegas Grand Prix,sainz,1,22,20:41:08,21.164,False
2025,22,Las Vegas Grand Prix,leclerc,1,24,20:44:22,21.351,False
2025,22,Las Vegas Grand Prix,max_verstappen,1,25,20:45:37,21.708,False
2025,22,Las Vegas Grand Prix,colapinto,1,25,20:46:33,22.842,False
2025,22,Las Vegas Grand Prix,ocon,1,27,20:49:26,22.389,False
2025,22,Las Vegas Grand Prix,tsunoda,2,27,20:49:47,20.68,False
2025,22,Las Vegas Grand Prix,lawson,2,28,20:51:28,21.287,False
2025,22,Las Vegas Grand Prix,hamilton,1,29,20:52:31,21.638,False
2025,22,Las Vegas Grand Prix,hulkenberg,1,30,20:54:06,22.333,False
2025,22,Las Vegas Grand Prix,albon,3,34,21:01:22,29.308,False
2025,23,Qatar Grand Prix,max_verstappen,1,7,19:13:50,29.97,False
2025,23,Qatar Grand Prix,antonelli,1,7,19:13:55,32.002,False
2025,23,Qatar Grand Prix,sainz,1,7,19:13:58,28.56,False
2025,23,Qatar Grand Prix,alonso,1,7,19:14:00,28.288,False
2025,23,Qatar Grand Prix,russell,1,7,19:14:01,33.241,False
2025,23,Qatar Grand Prix,hadjar,1,7,19:14:03,28.815,False
2025,23,Qatar Grand Prix,leclerc,1,7,19:14:07,30.395,False
2025,23,Qatar Grand Prix,bearman,1,7,19:14:09,28.837,False
2025,23,Qatar Grand Prix,lawson,1,7,19:14:11,28.993,False
